"","persnr","vp12501","vp12502","vp12503","vp12504","vp12505","vp12506","vp12507","vp12508","vp12509","vp12510","vp12511","vp12512","vp12513","vp12514","vp12515","vp12601","vp12602","vp12603","vp12604","vp12605","vp12606","vp12707","vp12704","vp12702","vp12701","vp12703","vp12710","vp12706","vp12708","vp12709","vp12705","vp13602","vp13601","vp148","vp10","vp5001","vp07","vp41","vp40","vp4301","vp5501","vp5502","vp9501","vp06","vp38","vp4304","vp2302","vp2303","vp2304","vp2305","vp2306","vp2307","vp2308","vp2309","vp2310","vp2311","vp13","vp11","vp17","vp14","vp12","vp100a03","vp100b03","vp100c03","vp100a01","vp100h03","vp100k03","vp100l03","vp8001","vp67"
"81",11701,7,5,5,4,3,4,3,6,2,4,6,3,4,5,4,6,5,5,6,5,5,3,4,3,5,3,3,6,5,5,5,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"82",11702,6,4,2,4,5,6,1,6,5,5,5,6,7,3,4,6,2,2,5,4,5,3,3,4,4,3,3,5,5,5,3,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"83",12201,7,6,2,5,2,7,2,7,3,2,7,4,7,7,7,7,2,2,7,1,7,1,2,4,3,2,4,6,4,6,4,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"84",12202,7,5,2,6,5,6,1,6,6,3,7,6,7,5,7,7,2,4,7,1,6,1,2,4,4,3,3,6,4,6,3,-2,2,1,1,18,2,1,2,-2,1,1,-2,3,4,4,100,0,0,50,0,0,0,50,100,0,-2,-2,-2,-2,-2,1100,-2,-2,1,-2,-2,-2,-2,1
"85",12301,6,6,7,5,6,7,2,6,5,3,6,5,5,4,6,6,2,2,6,2,1,4,5,4,7,2,2,7,5,6,6,-2,2,2,9,-2,2,-2,-2,-2,-2,-2,29,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,3,2,1500,-2,-2,1,-2,-2,-2,1,-2
"86",12303,6,6,3,5,4,6,1,5,5,4,6,3,4,4,4,7,7,7,2,4,4,1,1,7,7,7,4,3,4,4,1,-2,2,3,9,-2,1,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4,1,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2
"87",12501,6,7,4,5,4,5,5,6,6,3,6,2,5,3,4,7,1,1,5,4,5,3,5,2,5,2,1,4,3,4,2,-2,2,4,2,8,2,2,2,-2,3,5,-2,3,-2,5,20,0,0,0,0,0,0,0,90,0,-2,-2,-2,-2,-2,2050,-2,-2,1,-2,-2,-2,-2,1
"88",12502,6,3,1,3,5,6,4,4,7,5,6,5,6,5,2,7,6,2,7,2,6,5,1,1,5,3,5,5,6,7,3,-2,2,3,1,3,2,2,2,-2,5,5,-2,3,-2,5,50,10,10,10,10,60,0,70,70,0,-2,-2,-2,-2,-2,2987,-2,-2,1,-2,-2,-2,-2,1
"89",12603,6,4,3,3,6,6,3,3,1,6,4,6,5,4,3,6,3,2,5,5,5,4,3,4,4,5,4,5,5,4,5,-2,2,1,1,42,2,2,2,-2,2,-1,1,3,7,6,50,40,0,50,50,70,70,20,20,20,-2,-2,-2,-2,-2,2050,-2,-2,1,-2,-2,-2,-2,1
"90",12701,6,6,6,6,4,3,7,6,4,3,5,6,6,5,6,7,4,1,7,7,7,4,3,4,7,7,1,4,6,5,2,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"91",13101,6,5,3,6,4,3,2,6,6,4,6,4,6,6,4,6,4,2,6,4,6,3,3,2,6,4,2,6,4,6,3,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"92",13102,6,6,2,4,6,2,1,6,6,6,6,6,6,4,6,6,4,4,6,2,4,6,4,4,6,6,2,4,4,6,2,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"93",13401,5,5,5,4,6,6,3,4,5,5,5,4,6,5,3,7,5,6,6,5,5,5,5,3,4,6,5,6,5,5,5,-2,2,1,9,-2,1,-2,-2,-2,-2,-2,2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,3,1,2,1,3000,-2,-2,1,500,-2,-2,-2,-2
"94",13402,6,6,4,5,5,5,2,5,5,5,5,3,4,5,3,6,3,6,6,4,5,5,5,3,6,5,3,5,4,5,5,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,400,-2,-2,1,-2,-2,-2,-2,-2
"95",13403,7,6,4,5,3,3,3,6,6,3,6,3,6,6,4,7,4,5,7,4,6,3,4,2,6,5,2,6,5,5,3,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
"96",13404,6,6,4,5,4,5,4,6,6,4,6,3,5,5,5,6,3,6,6,4,6,4,5,3,6,5,3,6,5,5,5,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,3,2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,-2
"97",13405,7,7,6,6,4,5,1,7,2,4,-1,1,7,4,7,6,4,6,7,6,7,2,4,1,7,3,3,7,1,7,5,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4,2,3,2,-2,-2,-2,-2,-2,-2,-2,-2,-2
"98",13801,7,4,5,4,5,5,1,5,5,2,7,5,6,7,6,7,7,5,5,1,4,1,1,5,7,2,1,7,1,7,1,-2,2,1,1,-2,2,2,2,4,3,5,10,3,2,-2,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,2200,-2,-2,1,-2,-2,-2,-2,1
"99",13802,7,7,1,1,7,7,1,7,6,4,7,4,7,7,5,7,3,1,7,4,7,1,4,1,1,4,1,7,4,7,1,-2,2,4,1,3,2,2,2,2,5,5,-2,3,-2,-2,50,0,0,100,0,0,0,0,50,0,-2,-2,-2,-2,-2,2700,-2,-2,1,-2,-2,-2,-2,1
"100",13803,7,5,2,3,6,6,1,5,2,4,6,2,6,5,5,7,4,2,6,2,4,3,2,3,6,4,5,6,7,5,3,-2,2,4,1,10,2,2,2,-2,3,-1,-2,3,-2,3,100,0,0,50,0,0,0,0,50,0,-2,-2,-2,-2,-2,1180,-2,-2,1,-2,-2,-2,-2,2
"101",13901,6,6,4,5,4,6,5,5,4,3,6,5,5,5,5,7,4,4,6,4,4,3,5,3,5,3,4,5,4,5,4,-2,2,1,1,12,2,2,2,-2,5,5,-2,3,-2,4,50,60,30,10,10,10,10,10,70,50,-2,-2,-2,-2,-2,7000,-2,-2,1,-2,-2,-2,-2,1
"102",13902,7,7,1,5,5,5,1,5,6,2,7,5,7,5,5,7,4,2,4,2,7,6,3,-1,5,4,6,7,5,6,6,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2
"103",14402,7,6,2,3,1,7,1,4,1,1,7,7,7,3,5,7,1,1,5,1,4,1,1,1,7,3,1,5,5,5,1,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"104",14801,6,6,2,3,5,3,3,4,2,2,5,5,6,4,5,7,4,2,6,2,6,2,5,2,4,5,2,5,6,5,2,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"105",14802,5,5,2,1,5,5,4,3,6,5,5,7,6,5,3,6,5,1,6,2,6,4,6,2,5,5,3,6,6,4,1,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"106",14803,6,7,6,5,7,5,1,6,2,4,5,3,3,4,3,6,6,6,6,6,6,4,4,6,6,3,2,6,3,4,3,-2,2,1,1,16,2,2,2,-2,1,1,-2,3,-2,5,20,0,0,0,0,50,0,0,50,20,-2,-2,-2,-2,-2,4100,-2,-2,1,-2,-2,-2,-2,1
"107",14901,7,7,1,4,7,7,4,7,7,1,7,4,7,7,7,7,1,1,7,1,7,4,1,1,4,4,7,7,5,4,4,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"108",14902,7,4,1,2,7,7,1,5,5,7,7,5,7,4,5,7,1,1,7,1,4,4,1,1,4,4,5,7,5,4,4,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"109",15503,7,5,2,5,7,5,1,4,4,5,7,5,7,7,5,6,6,5,7,3,5,4,3,3,5,4,2,-1,4,5,2,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,11,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,2,2,2,1600,-2,-2,1,-2,300,-2,-2,-2
"110",16201,7,7,4,7,5,6,1,7,7,4,7,4,7,7,4,7,3,3,7,6,6,4,2,5,4,4,4,6,6,4,6,-2,2,4,1,15,2,2,2,-2,5,-1,-2,3,-2,4,20,10,20,10,0,10,0,0,10,20,-2,-2,-2,-2,-2,2090,-2,-2,1,-2,-2,-2,-2,1
"111",16301,7,7,1,5,3,7,4,7,7,1,7,2,7,7,4,7,1,1,5,1,7,1,5,1,7,1,1,7,6,4,6,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"112",16401,6,4,5,4,3,3,4,3,2,4,5,3,3,2,5,6,5,5,5,4,5,3,3,4,5,4,3,5,5,5,3,-2,2,1,1,7,2,2,2,3,5,5,-2,3,-2,-2,30,20,10,20,10,10,0,10,100,0,-2,-2,-2,-2,-2,2900,-2,-2,1,-2,-2,-2,-2,2
"113",16402,7,7,1,7,4,7,2,7,2,2,7,3,7,7,5,7,2,2,7,2,6,6,7,6,7,2,2,6,3,6,6,-2,2,1,1,7,2,2,2,2,-1,-1,-2,3,-2,-2,0,50,0,0,0,0,20,0,80,80,-2,-2,-2,-2,-2,2900,-2,-2,1,-2,-2,-2,-2,1
"114",16404,4,5,2,5,5,6,5,4,2,2,5,4,6,6,6,7,4,2,6,3,5,2,2,5,6,4,2,6,5,5,1,-2,2,3,1,10,2,2,2,-2,4,-1,-2,3,6,4,50,10,20,70,30,70,0,80,50,30,-2,-2,-2,-2,-2,1900,-2,-2,1,-2,-2,-2,-2,1
"115",16603,7,6,1,5,5,6,1,5,5,6,7,6,7,7,4,7,1,1,4,1,3,2,1,4,7,1,2,5,6,4,4,-2,2,4,9,-2,2,-2,-2,-2,-2,-2,4,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,4,2,2,3,1284,-2,-2,1,-2,1100,-2,-2,-2
"116",17001,7,6,5,4,4,5,2,5,2,4,5,3,2,4,1,6,2,2,6,4,6,2,2,4,4,3,2,6,5,4,3,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"117",17003,6,6,3,4,4,7,1,6,6,2,5,3,6,5,3,7,3,3,7,6,6,3,6,5,7,3,2,7,3,5,3,-2,2,2,1,-2,2,3,2,2,5,5,-2,3,7,-2,40,40,10,30,30,30,0,50,100,0,-2,-2,-2,-2,-2,-3,-2,-2,1,-2,-2,-2,-2,1
"118",17005,6,7,3,7,7,4,5,7,7,1,6,1,5,3,6,7,3,3,3,3,6,2,4,1,4,2,1,7,3,5,1,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4,2,1,3,-2,-2,-2,-2,-2,-2,500,-2,-2
"119",17101,5,4,4,5,5,5,2,5,4,3,5,6,5,5,5,6,2,2,6,4,6,4,6,4,3,2,4,6,6,6,5,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"120",17102,6,5,4,5,6,5,3,6,5,3,5,3,5,6,5,7,4,2,7,3,6,4,4,4,5,3,3,6,6,5,2,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"121",17201,7,3,5,2,5,4,1,3,1,4,7,4,5,1,3,7,4,3,7,4,6,4,1,2,4,3,4,7,4,7,5,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"122",17202,7,7,1,4,7,7,1,5,4,5,7,4,7,5,2,7,1,1,7,2,5,5,1,4,4,3,3,7,7,7,5,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"123",17601,7,6,2,3,5,7,3,3,4,2,2,6,6,2,2,7,2,2,4,1,4,2,4,1,7,1,1,2,4,6,1,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"124",17602,6,6,7,2,2,7,3,7,3,4,2,3,6,5,5,6,1,1,5,2,5,2,3,1,7,1,1,5,4,5,1,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"125",17702,6,6,5,3,7,7,4,6,4,2,4,5,6,7,6,7,3,1,5,1,5,7,3,5,6,5,4,7,7,4,1,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"126",17901,5,4,4,5,5,6,5,5,4,4,6,5,6,6,4,6,4,3,5,3,6,6,4,5,7,3,2,6,6,2,3,-2,2,1,1,7,2,2,2,1,2,2,-2,3,-2,-2,0,0,0,0,0,0,100,0,0,0,-2,-2,-2,-2,-2,2200,-2,-2,1,-2,-2,-2,-2,1
"127",17902,7,7,1,5,4,4,1,4,4,1,7,4,7,4,7,7,3,2,6,3,3,2,4,5,4,3,4,6,4,6,4,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,7,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,2,2,2,3,4,-2,-2,-2,-2,-2,-2,-2,-2,-2
"128",17903,4,4,6,4,5,5,4,4,6,4,4,3,4,4,3,6,3,3,4,5,5,4,3,5,7,2,2,5,3,3,2,-2,2,3,1,15,2,2,2,-2,1,1,-2,3,-2,4,30,30,20,50,0,50,0,0,30,30,-2,-2,-2,-2,-2,3200,-2,-2,1,-2,-2,-2,-2,1
"129",17904,6,7,2,4,6,7,3,6,3,5,4,2,6,7,6,7,1,1,7,4,7,5,2,5,7,6,5,7,5,4,3,-2,2,3,3,2,2,1,2,-2,2,5,-2,3,-2,-2,70,10,0,0,0,40,0,0,70,0,-2,-2,-2,-2,-2,705,-2,-2,1,-2,-2,-2,-2,1
"130",18001,7,6,1,4,6,6,1,3,1,5,7,7,7,6,6,7,1,1,7,1,7,1,1,1,7,4,2,5,1,7,1,-2,2,1,1,5,2,2,2,3,1,1,-2,3,-2,-2,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,2200,-2,-2,1,-2,-2,-2,-2,2
"131",18002,1,7,1,4,5,6,3,5,5,3,7,7,7,4,4,7,3,1,7,2,5,3,1,1,7,4,2,5,4,4,4,-2,2,1,2,3,2,2,2,-2,1,1,-2,3,-2,3,20,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1100,-2,-2,1,-2,-2,-2,-2,1
"132",18003,7,7,1,4,1,7,4,4,1,1,7,4,7,7,7,7,3,3,7,5,7,3,1,7,7,7,1,7,7,7,3,-2,2,3,3,2,2,1,2,-2,2,1,-2,3,-2,-2,50,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,550,-2,-2,1,-2,-2,-2,-2,2
"133",18101,1,5,1,1,7,7,1,1,1,7,1,7,7,1,1,7,1,1,1,1,1,7,1,7,1,7,7,7,7,7,7,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"134",18501,7,1,1,1,7,7,5,1,1,7,3,7,7,1,3,7,1,1,6,1,1,4,1,4,4,7,4,7,5,4,4,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"135",18502,7,5,1,1,7,7,1,4,1,6,4,4,5,1,1,7,3,2,5,1,6,3,4,1,7,6,4,5,4,4,1,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"136",18601,7,7,1,1,1,7,3,4,4,1,7,4,7,1,5,7,3,3,7,2,5,1,1,2,7,4,1,6,4,6,1,-2,2,1,1,-2,2,3,2,-2,2,2,-2,3,-2,-2,0,0,-1,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,-2,4500,-2,-2,-2,-2,-2,-2,3
"137",18602,7,7,1,1,1,7,1,6,1,1,7,7,7,3,5,7,1,1,7,1,5,1,3,1,5,6,1,5,1,7,1,-2,2,1,2,3,2,2,2,-2,1,1,-2,3,-2,4,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1300,-2,-2,1,-2,-2,-2,-2,2
"138",18603,6,7,2,5,5,5,5,7,3,3,6,2,5,7,5,7,1,1,6,1,4,3,4,5,7,2,2,7,3,4,3,-2,2,3,2,8,2,2,2,-2,1,1,-2,3,1,5,50,100,50,0,0,0,0,100,100,50,-2,-2,-2,-2,-2,325,-2,-2,1,-2,-2,-2,-2,1
"139",18604,5,6,5,5,7,7,5,7,6,6,6,3,6,5,4,7,4,5,6,4,5,6,4,1,5,2,2,5,6,5,5,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4,2,2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2
"140",18701,7,7,5,6,6,7,1,7,7,4,7,5,7,7,7,7,1,1,7,1,6,1,1,1,7,4,1,6,1,4,3,-2,2,1,2,8,2,2,2,-2,3,3,-2,3,-2,4,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,1400,-2,-2,1,-2,-2,-2,-2,2
"141",18702,7,7,1,1,4,7,1,6,4,3,7,5,7,5,5,7,2,2,6,2,4,1,2,1,7,3,1,5,3,7,1,-2,2,1,1,9,2,2,2,-2,1,1,-2,3,-2,4,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,3000,-2,-2,1,-2,-2,-2,-2,2
"142",18703,6,7,3,7,1,7,3,7,7,1,7,7,7,7,7,7,1,1,7,1,1,1,1,1,7,3,1,7,3,5,1,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
"143",18801,7,5,3,3,3,6,1,5,3,2,7,4,6,3,5,7,3,3,7,3,6,1,5,3,3,5,3,5,6,5,5,-2,2,1,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"144",18802,7,5,3,3,2,5,1,6,3,3,7,3,6,6,5,7,3,1,6,5,6,2,4,2,5,6,2,6,6,4,3,-2,2,1,1,3,2,2,2,-2,1,1,-2,3,-2,4,0,0,0,0,0,0,0,10,10,30,-2,-2,-2,-2,-2,2850,-2,-2,1,-2,-2,-2,-2,1
"145",18804,7,6,3,5,2,6,1,5,3,3,7,4,7,4,5,7,-1,-1,7,-1,6,1,2,4,3,5,2,6,6,4,4,-2,2,1,1,6,2,2,2,-2,4,5,-2,3,-2,3,10,10,0,0,0,0,0,0,10,10,-2,-2,-2,-2,-2,1400,-2,-2,1,-2,-2,-2,-2,-1
"146",18805,6,6,4,4,3,5,2,6,2,2,6,4,6,2,4,7,1,2,7,2,3,4,2,2,6,5,2,6,4,6,2,-2,2,1,1,7,2,2,2,3,1,1,2,3,1,-2,60,20,0,40,0,0,0,0,20,0,-2,-2,-2,-2,-2,1900,-2,-2,1,-2,-2,-2,-2,1
"147",19001,5,5,5,4,5,5,5,4,7,5,5,4,5,5,4,4,3,3,6,5,6,5,4,5,6,4,3,6,5,5,3,-2,2,4,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"148",19002,7,7,5,6,4,6,2,5,4,3,7,4,5,6,5,7,2,2,7,1,6,3,4,2,6,7,2,6,4,4,3,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
"149",19201,2,4,1,4,6,6,2,4,6,3,6,6,6,4,5,7,2,1,7,1,7,2,2,3,7,2,1,2,6,5,2,-2,2,1,1,-2,2,3,2,-2,2,1,-2,3,-2,-2,10,0,10,10,10,50,10,10,10,10,-2,-2,-2,-2,-2,-2,2000,-2,-2,-2,-2,-2,-2,3
"150",19203,6,4,5,6,6,6,3,4,4,6,7,5,6,5,4,6,4,4,6,5,6,5,6,5,6,5,4,5,6,6,6,-2,2,1,4,-2,2,3,2,-2,1,1,-2,3,-2,-2,40,100,100,100,80,100,100,50,80,100,-2,-2,-2,-2,-2,-2,95,-2,-2,-2,-2,-2,-2,3
"151",19601,6,6,6,5,5,6,2,5,3,4,5,4,5,4,5,7,5,3,6,4,6,3,3,4,4,3,4,4,5,5,4,-2,2,4,1,10,2,3,2,-2,5,5,-2,3,-2,-2,0,10,0,0,0,20,0,0,10,0,-2,-2,-2,-2,-2,2300,-2,-2,1,-2,-2,-2,-2,1
"152",19802,6,4,3,4,3,6,2,4,4,3,5,4,6,4,4,7,3,4,6,4,6,3,3,4,3,5,5,6,4,5,5,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"153",19803,7,3,4,4,4,7,2,4,2,4,6,5,5,2,4,6,3,4,6,4,6,5,4,6,6,6,4,5,5,4,5,-2,2,4,2,5,2,2,2,-2,4,5,-2,3,7,2,50,0,10,60,0,0,0,50,10,10,-2,-2,-2,-2,-2,-1,-2,-2,1,490,-2,-2,-2,1
"154",19901,5,7,1,1,4,6,2,4,2,4,5,6,7,5,3,7,5,1,6,1,5,1,3,1,7,6,1,5,6,4,1,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"155",20002,2,5,1,1,7,7,1,1,1,6,1,7,7,1,1,7,1,1,7,1,4,3,1,1,3,7,7,7,1,4,1,-2,2,5,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"156",20003,1,7,1,1,7,7,1,1,1,6,5,7,7,5,7,7,7,3,7,1,4,5,4,5,3,7,5,4,6,5,6,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2
"157",20101,7,7,1,7,7,7,1,7,7,5,7,3,7,7,4,7,1,1,7,1,5,1,4,5,7,6,1,7,5,7,5,-2,2,1,1,15,2,2,2,-2,2,2,-2,3,-2,4,0,0,0,0,0,0,0,0,50,0,-2,-2,-2,-2,-2,2200,-2,-2,1,-2,-2,-2,-2,2
"158",20104,7,7,1,6,4,6,2,6,4,4,7,5,7,5,4,6,1,3,7,1,5,1,2,4,7,5,1,6,1,5,4,-2,2,1,1,60,2,2,2,-2,3,1,-2,3,-2,5,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-2,5000,-2,-2,1,-2,-2,-2,-2,2
"159",20105,7,7,1,7,1,7,1,7,7,1,7,7,7,7,7,7,1,1,7,1,1,1,4,1,7,1,1,6,2,5,3,-2,2,3,9,-2,2,-2,-2,-2,-2,-2,-2,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,4,4,2,3,4,-2,-2,-2,-2,-2,-2,-2,-2,-2
